date,sku_id,units_sold,price,on_promo,views
2023-11-04,SKU_01,271,442.14,0,7783
2023-11-05,SKU_01,276,386.61,0,7501
2023-11-06,SKU_01,248,170.04,0,6423
2023-11-07,SKU_01,269,229.43,0,3753
2023-11-08,SKU_01,257,35.64,0,3624
2023-11-09,SKU_01,244,305.79,0,7106
2023-11-10,SKU_01,261,366.43,0,7280
2023-11-11,SKU_01,326,716.89,0,4242
2023-11-12,SKU_01,283,1047.58,0,4726
2023-11-13,SKU_01,253,1056.3,0,3951
2023-11-14,SKU_01,248,1067.05,0,5085
2023-11-15,SKU_01,479,709.98,1,10470
2023-11-16,SKU_01,262,736.35,0,3401
2023-11-17,SKU_01,245,927.03,0,2184
2023-11-18,SKU_01,297,1063.67,0,2317
2023-11-19,SKU_01,446,167.19,1,4817
2023-11-20,SKU_01,379,535.26,1,4040
2023-11-21,SKU_01,231,254.03,0,4005
2023-11-22,SKU_01,231,799.61,0,5472
2023-11-23,SKU_01,245,855.75,0,3762
2023-11-24,SKU_01,257,540.89,0,4971
2023-11-25,SKU_01,256,403.19,0,6599
2023-11-26,SKU_01,227,1249.09,0,4941
2023-11-27,SKU_01,246,380.58,0,6827
2023-11-28,SKU_01,230,590.14,0,2269
2023-11-29,SKU_01,233,134.49,0,6671
2023-11-30,SKU_01,266,626.38,0,4254
2023-12-01,SKU_01,260,298.75,0,5936
2023-12-02,SKU_01,260,692.04,0,4023
2023-12-03,SKU_01,304,371.56,0,5426
2023-12-04,SKU_01,460,1121.46,0,11754
2023-12-05,SKU_01,263,699.77,0,4964
2023-12-06,SKU_01,288,827.31,0,5666
2023-12-07,SKU_01,236,622.22,0,6134
2023-12-08,SKU_01,252,1002.61,0,4064
2023-12-09,SKU_01,308,1112.55,0,4915
2023-12-10,SKU_01,319,1311.08,0,6259
2023-12-11,SKU_01,243,1117.57,0,6932
2023-12-12,SKU_01,258,295.16,0,5339
2023-12-13,SKU_01,234,734.39,0,6815
2023-12-14,SKU_01,243,411.21,0,3356
2023-12-15,SKU_01,262,693.11,0,7122
2023-12-16,SKU_01,340,1198.67,0,8076
2023-12-17,SKU_01,303,390.58,0,3328
2023-12-18,SKU_01,268,692.18,0,3056
2023-12-19,SKU_01,243,942.26,0,6274
2023-12-20,SKU_01,257,568.41,0,1941
2023-12-21,SKU_01,253,1295.17,0,4720
2023-12-22,SKU_01,519,930.28,1,10912
2023-12-23,SKU_01,628,245.88,1,6250
2023-12-24,SKU_01,256,797.82,0,3274
2023-12-25,SKU_01,265,750.01,0,2983
2023-12-26,SKU_01,243,1102.67,0,2889
2023-12-27,SKU_01,255,1151.62,0,5246
2023-12-28,SKU_01,242,1285.0,0,3382
2023-12-29,SKU_01,250,152.02,0,3301
2023-12-30,SKU_01,640,806.58,1,13533
2023-12-31,SKU_01,236,1029.88,0,2648
2024-01-01,SKU_01,341,737.02,1,7151
2024-01-02,SKU_01,253,1088.68,0,5254
2024-01-03,SKU_01,213,789.57,0,1963
2024-01-04,SKU_01,552,716.5,1,10028
2024-01-05,SKU_01,290,958.85,0,2407
2024-01-06,SKU_01,254,355.01,0,3903
2024-01-07,SKU_01,692,700.44,1,14583
2024-01-08,SKU_01,400,504.7,1,10612
2024-01-09,SKU_01,310,866.14,1,4027
2024-01-10,SKU_01,310,1161.89,0,4046
2024-01-11,SKU_01,239,249.57,0,6926
2024-01-12,SKU_01,245,1103.6,0,7114
2024-01-13,SKU_01,256,967.47,0,5164
2024-01-14,SKU_01,243,47.58,0,2717
2024-01-15,SKU_01,263,703.28,0,3958
2024-01-16,SKU_01,359,290.83,1,9845
2024-01-17,SKU_01,475,964.21,1,5622
2024-01-18,SKU_01,521,559.74,1,13942
2024-01-19,SKU_01,245,528.85,0,6289
2024-01-20,SKU_01,300,421.73,0,8148
2024-01-21,SKU_01,224,193.67,0,4702
2024-01-22,SKU_01,237,1084.58,0,3540
2024-01-23,SKU_01,379,42.46,1,8405
2024-01-24,SKU_01,406,164.84,1,10391
2024-01-25,SKU_01,418,674.4,1,4348
2024-01-26,SKU_01,270,643.33,0,4348
2024-01-27,SKU_01,303,384.11,0,4298
2024-01-28,SKU_01,243,1022.95,0,3647
2024-01-29,SKU_01,267,626.62,0,3663
2024-01-30,SKU_01,262,389.07,0,7622
2024-01-31,SKU_01,258,1161.05,0,6669
2024-02-01,SKU_01,246,337.16,0,5736
2024-02-02,SKU_01,353,778.57,1,5355
2024-02-03,SKU_01,332,929.94,0,4755
2024-02-04,SKU_01,301,92.3,0,3582
2024-02-05,SKU_01,225,1002.13,0,6228
2024-02-06,SKU_01,258,361.64,0,3259
2024-02-07,SKU_01,243,722.4,0,3318
2024-02-08,SKU_01,246,519.09,0,5244
2024-02-09,SKU_01,263,139.66,0,7379
2024-02-10,SKU_01,239,966.76,0,2582
2024-02-11,SKU_01,402,1097.86,1,3593
2024-02-12,SKU_01,246,116.85,0,3099
2024-02-13,SKU_01,250,301.09,0,5158
2024-02-14,SKU_01,264,361.23,0,4690
2024-02-15,SKU_01,250,82.77,0,5926
2024-02-16,SKU_01,263,168.77,0,5746
2024-02-17,SKU_01,485,757.38,1,3967
2024-02-18,SKU_01,492,534.71,1,9389
2024-02-19,SKU_01,254,830.09,0,4753
2024-02-20,SKU_01,273,954.26,0,5565
2024-02-21,SKU_01,250,1300.03,0,2971
2024-02-22,SKU_01,253,760.66,0,3105
2024-02-23,SKU_01,565,640.13,1,13131
2024-02-24,SKU_01,236,160.69,0,2671
2024-02-25,SKU_01,269,1026.22,0,5475
2024-02-26,SKU_01,279,225.11,0,5329
2024-02-27,SKU_01,283,784.4,0,5594
2024-02-28,SKU_01,260,1093.21,0,3157
2024-02-29,SKU_01,268,47.52,0,2989
2024-03-01,SKU_01,278,1037.14,0,6154
2024-03-02,SKU_01,337,1001.35,0,5394
2024-03-03,SKU_01,269,354.44,0,6688
2024-03-04,SKU_01,252,1026.6,0,7112
2024-03-05,SKU_01,236,42.56,0,3589
2024-03-06,SKU_01,266,1212.05,0,4739
2024-03-07,SKU_01,250,1182.23,0,3961
2024-03-08,SKU_01,467,54.83,1,11149
2024-03-09,SKU_01,490,295.47,1,3911
2024-03-10,SKU_01,242,1283.98,0,4306
2024-03-11,SKU_01,273,469.3,0,7696
2024-03-12,SKU_01,277,30.88,0,6060
2024-03-13,SKU_01,251,496.23,0,4230
2024-03-14,SKU_01,254,85.79,0,3540
2024-03-15,SKU_01,252,1017.98,0,7063
2024-03-16,SKU_01,336,571.77,0,6408
2024-03-17,SKU_01,318,923.27,0,3175
2024-03-18,SKU_01,238,1122.55,0,3537
2024-03-19,SKU_01,257,213.51,0,4185
2024-03-20,SKU_01,289,325.54,0,3422
2024-03-21,SKU_01,230,1172.38,0,4933
2024-03-22,SKU_01,250,934.81,0,5628
2024-03-23,SKU_01,299,769.28,0,6290
2024-03-24,SKU_01,260,258.4,0,3109
2024-03-25,SKU_01,255,777.58,0,6745
2024-03-26,SKU_01,366,423.58,1,7270
2024-03-27,SKU_01,247,248.05,0,5407
2024-03-28,SKU_01,261,1130.41,0,4664
2024-03-29,SKU_01,256,389.88,0,5587
2024-03-30,SKU_01,303,959.06,0,4084
2024-03-31,SKU_01,428,480.6,1,4652
2024-04-01,SKU_01,245,703.95,0,3353
2024-04-02,SKU_01,227,399.26,0,4169
2024-04-03,SKU_01,247,607.35,0,1969
2024-04-04,SKU_01,270,1071.24,0,5490
2024-04-05,SKU_01,254,1150.55,0,2989
2024-04-06,SKU_01,283,459.33,0,2590
2024-04-07,SKU_01,265,325.02,0,6854
2024-04-08,SKU_01,332,172.62,1,3004
2024-04-09,SKU_01,298,520.16,0,4195
2024-04-10,SKU_01,243,711.4,0,6250
2024-04-11,SKU_01,255,1013.82,0,5717
2024-04-12,SKU_01,402,483.83,1,8662
2024-04-13,SKU_01,511,551.34,1,13263
2024-04-14,SKU_01,261,354.28,0,7641
2024-04-15,SKU_01,412,215.55,1,9981
2024-04-16,SKU_01,258,870.33,0,5201
2024-04-17,SKU_01,234,633.47,0,5627
2024-04-18,SKU_01,548,1127.63,1,8858
2024-04-19,SKU_01,256,995.05,0,2776
2024-04-20,SKU_01,267,1106.63,0,3377
2024-04-21,SKU_01,328,1162.87,0,8918
2024-04-22,SKU_01,259,728.41,0,3429
2024-04-23,SKU_01,279,583.26,0,7994
2024-04-24,SKU_01,530,471.94,1,9033
2024-04-25,SKU_01,256,1046.9,0,5840
2024-04-26,SKU_01,266,78.41,0,4998
2024-04-27,SKU_01,312,608.18,0,5219
2024-04-28,SKU_01,240,124.22,0,6721
2024-04-29,SKU_01,272,493.67,0,3978
2024-04-30,SKU_01,256,545.6,0,3855
2024-05-01,SKU_01,264,866.74,0,4273
2024-05-02,SKU_01,267,1206.67,0,4988
2024-05-03,SKU_01,280,83.5,0,7944
2024-05-04,SKU_01,226,934.96,0,4810
2024-05-05,SKU_01,265,1209.74,0,5019
2024-05-06,SKU_01,264,230.46,0,4453
2024-05-07,SKU_01,266,274.48,0,2163
2024-05-08,SKU_01,270,1172.33,0,5158
2024-05-09,SKU_01,276,922.63,0,6056
2024-05-10,SKU_01,261,648.29,0,2539
2024-05-11,SKU_01,245,811.42,0,2426
2024-05-12,SKU_01,280,771.24,0,7987
2024-05-13,SKU_01,253,175.43,0,3754
2024-05-14,SKU_01,245,811.57,0,2514
2024-05-15,SKU_01,252,903.77,0,2996
2024-05-16,SKU_01,252,173.54,0,6092
2024-05-17,SKU_01,266,1354.39,0,6654
2024-05-18,SKU_01,242,1203.46,0,2188
2024-05-19,SKU_01,265,867.73,0,3973
2024-05-20,SKU_01,278,329.5,0,4108
2024-05-21,SKU_01,272,980.56,0,6119
2024-05-22,SKU_01,271,415.31,0,7860
2024-05-23,SKU_01,236,1189.14,0,3977
2024-05-24,SKU_01,268,735.35,0,5343
2024-05-25,SKU_01,336,197.64,0,8099
2024-05-26,SKU_01,375,376.68,0,8025
2024-05-27,SKU_01,257,365.24,0,2804
2024-05-28,SKU_01,267,913.04,0,4036
2024-05-29,SKU_01,496,824.29,1,4919
2024-05-30,SKU_01,426,203.12,1,7289
2024-05-31,SKU_01,257,956.27,0,5797
2024-06-01,SKU_01,236,550.49,0,6247
2024-06-02,SKU_01,255,377.34,0,6513
2024-06-03,SKU_01,240,78.62,0,5115
2024-06-04,SKU_01,266,149.54,0,5607
2024-06-05,SKU_01,284,547.94,0,5861
2024-06-06,SKU_01,434,1304.96,0,3530
2024-06-07,SKU_01,413,878.03,1,4942
2024-06-08,SKU_01,389,637.03,1,7404
2024-06-09,SKU_01,313,390.13,0,7233
2024-06-10,SKU_01,249,676.73,0,4726
2024-06-11,SKU_01,255,168.86,0,4826
2024-06-12,SKU_01,266,998.41,0,3383
2024-06-13,SKU_01,258,1003.92,0,4855
2024-06-14,SKU_01,382,1144.61,1,7412
2024-06-15,SKU_01,251,348.19,0,5701
2024-06-16,SKU_01,306,967.4,0,8651
2024-06-17,SKU_01,245,629.64,0,6960
2024-06-18,SKU_01,241,1106.14,0,5443
2024-06-19,SKU_01,224,110.3,0,3782
2024-06-20,SKU_01,264,41.89,0,3080
2024-06-21,SKU_01,280,697.94,0,5814
2024-06-22,SKU_01,325,205.23,0,8307
2024-06-23,SKU_01,616,957.7,1,7464
2024-06-24,SKU_01,367,1156.61,1,7352
2024-06-25,SKU_01,243,1185.27,0,3745
2024-06-26,SKU_01,411,1009.44,1,11040
2024-06-27,SKU_01,265,807.46,0,4709
2024-06-28,SKU_01,254,414.34,0,6964
2024-06-29,SKU_01,436,288.49,1,6547
2024-06-30,SKU_01,357,751.45,1,8990
2024-07-01,SKU_01,230,207.29,0,5675
2024-07-02,SKU_01,248,813.46,0,6276
2024-07-03,SKU_01,273,703.63,0,4299
2024-07-04,SKU_01,229,126.14,0,6311
2024-07-05,SKU_01,235,286.37,0,5103
2024-07-06,SKU_01,238,311.13,0,5415
2024-07-07,SKU_01,286,343.2,0,3144
2024-07-08,SKU_01,228,1210.37,0,6021
2024-07-09,SKU_01,263,601.01,0,7641
2024-07-10,SKU_01,456,826.28,1,3708
2024-07-11,SKU_01,257,492.58,0,5705
2024-07-12,SKU_01,223,699.07,0,2156
2024-07-13,SKU_01,297,1268.13,0,7071
2024-07-14,SKU_01,489,1028.72,1,13145
2024-07-15,SKU_01,523,1116.73,1,7264
2024-07-16,SKU_01,253,977.8,0,6654
2024-07-17,SKU_01,277,957.8,0,2808
2024-07-18,SKU_01,270,914.59,0,3859
2024-07-19,SKU_01,256,1186.95,0,2621
2024-07-20,SKU_01,238,39.33,0,2162
2024-07-21,SKU_01,342,188.65,0,9712
2024-07-22,SKU_01,259,347.76,0,7621
2024-07-23,SKU_01,288,238.77,0,3071
2024-07-24,SKU_01,271,693.18,0,6550
2024-07-25,SKU_01,250,629.18,0,6300
2024-07-26,SKU_01,264,1250.98,0,6845
2024-07-27,SKU_01,271,1266.99,0,2389
2024-07-28,SKU_01,620,245.6,1,6919
2024-07-29,SKU_01,262,789.22,0,4267
2024-07-30,SKU_01,460,1207.53,1,8794
2024-07-31,SKU_01,241,359.28,0,6481
2024-08-01,SKU_01,234,615.47,0,6075
2024-08-02,SKU_01,254,894.25,0,3034
2024-08-03,SKU_01,266,1123.48,0,6484
2024-08-04,SKU_01,534,444.79,1,13913
2024-08-05,SKU_01,267,70.76,0,6035
2024-08-06,SKU_01,299,843.34,0,5633
2024-08-07,SKU_01,242,85.69,0,6105
2024-08-08,SKU_01,233,212.59,0,2993
2024-08-09,SKU_01,225,1192.48,0,4666
2024-08-10,SKU_01,334,435.3,0,3425
2024-08-11,SKU_01,321,330.71,0,3305
2024-08-12,SKU_01,272,130.68,0,7669
2024-08-13,SKU_01,240,526.11,0,4898
2024-08-14,SKU_01,260,729.87,0,4464
2024-08-15,SKU_01,240,526.4,0,5998
2024-08-16,SKU_01,232,185.59,0,2230
2024-08-17,SKU_01,263,329.38,0,4187
2024-08-18,SKU_01,329,454.24,0,5739
2024-08-19,SKU_01,270,137.25,0,7207
2024-08-20,SKU_01,247,227.93,0,5368
2024-08-21,SKU_01,273,460.56,0,4171
2024-08-22,SKU_01,252,786.6,0,2585
2024-08-23,SKU_01,454,757.25,1,10928
2024-08-24,SKU_01,293,356.25,0,7145
2024-08-25,SKU_01,292,769.3,0,6428
2024-08-26,SKU_01,475,818.69,1,7121
2024-08-27,SKU_01,274,513.36,0,6137
2024-08-28,SKU_01,254,793.53,0,3083
2024-08-29,SKU_01,261,664.9,0,5171
2024-08-30,SKU_01,282,912.72,0,2554
2024-08-31,SKU_01,271,967.69,0,2461
2024-09-01,SKU_01,277,567.5,0,3018
2024-09-02,SKU_01,235,909.74,0,6620
2024-09-03,SKU_01,263,249.94,0,3566
2024-09-04,SKU_01,257,610.52,0,4919
2024-09-05,SKU_01,243,384.11,0,3184
2024-09-06,SKU_01,450,129.74,1,4515
2024-09-07,SKU_01,550,545.89,1,15282
2024-09-08,SKU_01,310,322.93,0,3079
2024-09-09,SKU_01,239,1030.61,0,6167
2024-09-10,SKU_01,262,764.79,0,3133
2024-09-11,SKU_01,309,154.53,0,6855
2024-09-12,SKU_01,282,1199.71,0,6927
2024-09-13,SKU_01,264,160.04,0,3123
2024-09-14,SKU_01,349,606.31,1,7362
2024-09-15,SKU_01,262,486.5,0,6368
2024-09-16,SKU_01,269,831.22,0,7090
2024-09-17,SKU_01,268,654.04,0,3765
2024-09-18,SKU_01,252,234.33,0,7269
2024-09-19,SKU_01,267,385.87,0,4276
2024-09-20,SKU_01,252,287.02,0,2755
2024-09-21,SKU_01,232,654.99,0,1841
2024-09-22,SKU_01,256,465.69,0,7489
2024-09-23,SKU_01,223,99.52,0,1909
2024-09-24,SKU_01,249,102.35,0,5764
2024-09-25,SKU_01,244,891.65,0,6530
2024-09-26,SKU_01,265,629.6,0,6459
2024-09-27,SKU_01,267,752.06,0,7275
2024-09-28,SKU_01,489,724.53,1,5364
2024-09-29,SKU_01,309,442.87,0,4972
2024-09-30,SKU_01,492,976.91,1,13361
2024-10-01,SKU_01,265,59.95,0,6323
2024-10-02,SKU_01,259,1201.42,0,5640
2024-10-03,SKU_01,251,999.62,0,4549
2024-10-04,SKU_01,405,220.9,1,3259
2024-10-05,SKU_01,523,283.47,1,11153
2024-10-06,SKU_01,573,924.64,1,13146
2024-10-07,SKU_01,296,1011.83,0,8338
2024-10-08,SKU_01,287,977.88,0,2629
2024-10-09,SKU_01,566,1141.17,1,8380
2024-10-10,SKU_01,258,1147.09,0,2878
2024-10-11,SKU_01,256,516.61,0,2558
2024-10-12,SKU_01,257,1172.96,0,3335
2024-10-13,SKU_01,304,908.07,0,5828
2024-10-14,SKU_01,266,895.51,0,6306
2024-10-15,SKU_01,277,947.59,0,8010
2024-10-16,SKU_01,503,674.73,1,12504
2024-10-17,SKU_01,267,1094.25,0,3678
2024-10-18,SKU_01,239,716.82,0,2086
2024-10-19,SKU_01,283,1061.85,0,3983
2024-10-20,SKU_01,258,1256.0,0,3077
2024-10-21,SKU_01,255,78.64,0,6433
2024-10-22,SKU_01,244,992.24,0,3646
2024-10-23,SKU_01,261,546.34,0,7678
2024-10-24,SKU_01,246,907.26,0,6076
2024-10-25,SKU_01,270,753.8,0,7773
2024-10-26,SKU_01,258,1095.29,0,7553
2024-10-27,SKU_01,274,595.17,0,2245
2024-10-28,SKU_01,244,290.69,0,5187
2024-10-29,SKU_01,457,333.81,1,8735
2024-10-30,SKU_01,251,907.72,0,6630
2024-10-31,SKU_01,273,1080.35,0,7541
2024-11-01,SKU_01,269,746.64,0,3080
2024-11-02,SKU_01,274,546.97,0,6987
2024-11-03,SKU_01,528,393.69,1,8583
2024-11-04,SKU_01,277,345.12,0,4148
2024-11-05,SKU_01,247,939.98,0,6717
2024-11-06,SKU_01,285,1050.03,0,3398
2024-11-07,SKU_01,282,973.87,0,7365
2024-11-08,SKU_01,245,1123.16,0,5213
2024-11-09,SKU_01,287,250.15,0,4846
2024-11-10,SKU_01,289,199.43,0,4283
2024-11-11,SKU_01,259,901.44,0,4426
2024-11-12,SKU_01,249,912.82,0,5684
2024-11-13,SKU_01,265,378.28,0,3381
2024-11-14,SKU_01,291,261.41,0,5928
2024-11-15,SKU_01,244,592.33,0,4407
2024-11-16,SKU_01,396,500.24,1,10689
2024-11-17,SKU_01,336,1138.72,0,7725
2024-11-18,SKU_01,229,238.76,0,5782
2024-11-19,SKU_01,537,97.69,1,15558
2024-11-20,SKU_01,271,48.89,0,7531
2024-11-21,SKU_01,274,598.16,0,4404
2024-11-22,SKU_01,216,787.6,0,5703
2024-11-23,SKU_01,251,945.58,0,6972
2024-11-24,SKU_01,250,286.87,0,4973
2024-11-25,SKU_01,275,1001.14,0,7709
2024-11-26,SKU_01,252,1145.06,0,3814
2024-11-27,SKU_01,241,891.0,0,3292
2024-11-28,SKU_01,252,678.02,0,4874
2024-11-29,SKU_01,257,91.88,0,5937
2024-11-30,SKU_01,230,726.98,0,4864
2024-12-01,SKU_01,258,1309.25,0,4691
2024-12-02,SKU_01,237,861.06,0,2366
2024-12-03,SKU_01,256,862.93,0,6039
2024-12-04,SKU_01,243,1097.27,0,6810
2024-12-05,SKU_01,358,467.83,0,8990
2024-12-06,SKU_01,291,815.74,0,3818
2024-12-07,SKU_01,315,370.0,0,7952
2024-12-08,SKU_01,304,471.4,0,3669
2024-12-09,SKU_01,267,200.69,0,6271
2024-12-10,SKU_01,282,1167.44,0,8244
2024-12-11,SKU_01,370,145.74,0,4016
2024-12-12,SKU_01,298,864.68,0,6547
2024-12-13,SKU_01,267,931.59,0,6080
2024-12-14,SKU_01,294,177.35,0,8087
2024-12-15,SKU_01,495,1269.78,1,12942
2024-12-16,SKU_01,250,379.27,0,2477
2024-12-17,SKU_01,222,831.35,0,5095
2024-12-18,SKU_01,268,443.95,0,7258
2024-12-19,SKU_01,272,998.5,0,2979
2024-12-20,SKU_01,246,640.01,0,6605
2024-12-21,SKU_01,314,487.76,0,6862
2024-12-22,SKU_01,308,1201.72,0,7896
2024-12-23,SKU_01,250,577.05,0,2959
2024-12-24,SKU_01,251,332.38,0,3764
2024-12-25,SKU_01,248,767.31,0,5759
2024-12-26,SKU_01,274,970.61,0,2447
2024-12-27,SKU_01,238,259.88,0,2168
2024-12-28,SKU_01,254,197.91,0,5094
2024-12-29,SKU_01,421,885.47,1,5880
2024-12-30,SKU_01,265,589.48,0,4541
2024-12-31,SKU_01,264,59.1,0,5309
2025-01-01,SKU_01,267,265.27,0,5976
2025-01-02,SKU_01,254,555.06,0,4119
2025-01-03,SKU_01,254,492.23,0,6064
2025-01-04,SKU_01,344,1133.7,0,6569
2025-01-05,SKU_01,318,718.29,0,6395
2025-01-06,SKU_01,275,991.49,0,4451
2025-01-07,SKU_01,392,619.37,1,3437
2025-01-08,SKU_01,464,145.25,1,7899
2025-01-09,SKU_01,335,800.27,1,9159
2025-01-10,SKU_01,560,555.72,1,16145
2025-01-11,SKU_01,305,1031.98,0,4268
2025-01-12,SKU_01,468,409.05,1,11661
2025-01-13,SKU_01,255,686.16,0,7403
2025-01-14,SKU_01,417,195.95,1,10556
2025-01-15,SKU_01,282,75.86,0,5558
2025-01-16,SKU_01,249,397.73,0,3504
2025-01-17,SKU_01,259,821.23,0,3453
2025-01-18,SKU_01,259,1004.0,0,5787
2025-01-19,SKU_01,259,1030.93,0,3352
2025-01-20,SKU_01,243,297.33,0,2492
2025-01-21,SKU_01,244,441.12,0,5614
2025-01-22,SKU_01,273,406.14,0,5462
2025-01-23,SKU_01,239,1272.21,0,2648
2025-01-24,SKU_01,279,751.58,0,3522
2025-01-25,SKU_01,550,706.93,1,9230
2025-01-26,SKU_01,304,389.58,0,3963
2025-01-27,SKU_01,394,1342.5,1,5765
2025-01-28,SKU_01,232,372.23,0,5916
2025-01-29,SKU_01,378,717.05,1,8316
2025-01-30,SKU_01,274,1207.43,0,2154
2025-01-31,SKU_01,246,272.83,0,7129
2025-02-01,SKU_01,261,1041.98,0,6903
2025-02-02,SKU_01,261,401.71,0,2854
2025-02-03,SKU_01,256,964.12,0,2383
2025-02-04,SKU_01,258,620.96,0,5887
2025-02-05,SKU_01,242,134.27,0,4164
2025-02-06,SKU_01,245,47.71,0,2232
2025-02-07,SKU_01,286,1114.9,0,4750
2025-02-08,SKU_01,320,574.64,0,5504
2025-02-09,SKU_01,267,960.96,0,5890
2025-02-10,SKU_01,396,1272.26,1,3885
2025-02-11,SKU_01,249,1087.22,0,6571
2025-02-12,SKU_01,261,1196.25,0,5697
2025-02-13,SKU_01,275,455.87,0,5774
2025-02-14,SKU_01,385,1103.79,1,9420
2025-02-15,SKU_01,282,198.64,0,7764
2025-02-16,SKU_01,215,221.16,0,4501
2025-02-17,SKU_01,240,423.07,0,5933
2025-02-18,SKU_01,252,822.69,0,6207
2025-02-19,SKU_01,446,113.99,1,10779
2025-02-20,SKU_01,240,863.59,0,2579
2025-02-21,SKU_01,247,902.92,0,3477
2025-02-22,SKU_01,317,394.02,0,7071
2025-02-23,SKU_01,259,414.53,0,3688
2025-02-24,SKU_01,288,127.16,0,2852
2025-02-25,SKU_01,251,281.81,0,6379
2025-02-26,SKU_01,255,481.37,0,3784
2025-02-27,SKU_01,221,166.07,0,2713
2025-02-28,SKU_01,259,112.48,0,4073
2025-03-01,SKU_01,282,850.6,0,5864
2025-03-02,SKU_01,318,1139.56,0,7862
2025-03-03,SKU_01,247,1044.88,0,4961
2025-03-04,SKU_01,248,1060.67,0,6023
2025-03-05,SKU_01,260,866.13,0,3628
2025-03-06,SKU_01,261,160.63,0,4677
2025-03-07,SKU_01,256,397.96,0,4849
2025-03-08,SKU_01,406,253.62,1,10052
2025-03-09,SKU_01,477,741.1,1,9985
2025-03-10,SKU_01,399,558.46,1,7453
2025-03-11,SKU_01,245,811.63,0,4890
2025-03-12,SKU_01,533,804.61,1,8039
2025-03-13,SKU_01,245,933.38,0,3542
2025-03-14,SKU_01,385,39.07,1,4424
2025-03-15,SKU_01,243,352.43,0,5376
2025-03-16,SKU_01,307,393.14,0,7776
2025-03-17,SKU_01,289,894.47,0,4318
2025-03-18,SKU_01,235,62.59,0,5961
2025-03-19,SKU_01,355,621.69,1,8670
2025-03-20,SKU_01,449,141.24,1,3619
2025-03-21,SKU_01,285,707.95,0,7775
2025-03-22,SKU_01,313,761.71,0,4994
2025-03-23,SKU_01,315,82.61,0,4419
2025-03-24,SKU_01,259,421.08,0,6558
2025-03-25,SKU_01,439,251.58,0,12692
